sample_id,climate_scenario,length,width,wall_height,roof_angle,orientation_deg,insulation_thickness_mm,window_ratio,pcm_thickness_mm,wall_material,roof_material,floor_material,insulation_material,glazing_type,pcm_present,T_amb_mean,T_amb_min,T_amb_max,solar_radiation_mean,wind_speed_mean,indoor_temp_mean,indoor_temp_min,indoor_temp_max,indoor_temp_swing,comfort_hours,total_heat_loss_kWh,total_solar_gain_kWh,ventilation_loss_kWh,heating_energy_required_kWh,fidelity_tier,simulation_time_sec,ansys_validation_candidate
winter_21,winter,6.3613810184529545,3.7204710060493023,2.350406022701393,40.27274143061524,100.04642094565943,145.5319782149755,0.06380795754615431,38.32584823010128,sandwich_panel,sandwich_panel,concrete,rock_wool,single_pane,1,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,28.124549159556757,5.9869406730185,4.955476888800451,27.093085375338717,tier1_rc_physics,0.00033593177795410156,False
winter_22,winter,4.659415048999949,5.840076244359441,2.8374693985128956,14.887708797081457,173.46552450547287,56.55327668015107,0.1345613319128825,0.0,cseb,timber,concrete,mineral_wool,double_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,52.135702825902364,10.353529792055674,8.72292593761823,50.50509897146499,tier1_rc_physics,0.0003268718719482422,True
winter_23,winter,6.087133126131484,3.0533833873683225,3.316380816508214,1.6358299997907726,18.751926233190584,28.368769742038566,0.06407371799104393,31.12650490416572,timber,cseb,brick,xps_foam,double_pane,1,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.12896734528842,18.0,18.796365892879034,0.7963658928790345,24,39.95906935828657,13.22877128458102,5.521852599501259,32.252150673206806,tier1_rc_physics,0.0003502368927001953,False
winter_24,winter,6.431287367793142,4.951688873278751,2.242669101294627,35.823109753776336,67.44037032508749,148.56271897958126,0.32277082622333303,0.0,concrete,brick,concrete,eps_foam,double_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.05349620805675,18.0,18.378868239060605,0.37886823906060485,24,56.30029566129421,18.172759497638168,12.63170890236341,50.75924506601948,tier1_rc_physics,0.0003249645233154297,False
winter_25,winter,5.03704325269598,3.98028173573939,3.1164967881931234,25.328415374617315,167.9916382273751,46.385171985000575,0.21784620741258243,41.88705688773119,timber,timber,concrete,rock_wool,double_pane,1,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.001140251905564,18.0,18.01485938935966,0.014859389359660469,24,48.25557775760566,12.10746853414977,8.816488936559958,44.96459816001588,tier1_rc_physics,0.0003352165222167969,True
winter_26,winter,5.831302791589525,3.944936700683794,3.2803248627788806,21.812832508616864,145.08013460900398,74.09793773690888,0.07716535834878158,33.71016933268074,cseb,timber,brick,xps_foam,single_pane,1,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,47.094230788662145,9.777099114382553,7.062635214208695,44.379766888488255,tier1_rc_physics,0.0003333091735839844,False
winter_27,winter,6.331149037474045,3.2787624619634963,2.780980562278972,7.740363270926259,80.81943078493143,85.25570797732424,0.23239332508510918,16.007396123825508,concrete,timber,brick,mineral_wool,single_pane,1,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,72.41067530960063,14.982605842382448,8.42897498451526,65.85704445173344,tier1_rc_physics,0.0003325939178466797,False
winter_28,winter,7.8118925628852995,5.03075191570688,2.676558942203993,32.16672029365098,16.419614932991347,128.94705129812462,0.2738362704700922,0.0,concrete,brick,brick,rock_wool,single_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,19.019894436155507,18.0,22.168930491858752,4.168930491858752,24,111.60673031344525,55.80015218328263,17.443651930006926,73.25023006016953,tier1_rc_physics,0.0003161430358886719,True
winter_29,winter,7.483896134797613,5.814039574467656,2.8416235660397327,14.279345862658053,129.31957103906683,119.10761827537392,0.2646458570853602,0.0,sandwich_panel,cseb,concrete,rock_wool,double_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,70.48398639558205,17.88569387729133,19.399908841400116,71.99820135969082,tier1_rc_physics,0.0003333091735839844,False
winter_30,winter,7.819509523085288,3.9120318291167484,2.801325223451479,22.420384561410142,87.83639050757999,84.566130523112,0.18462970831643816,23.93123807178772,concrete,timber,cseb,xps_foam,double_pane,1,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.001874946851203,18.0,18.026056446698266,0.026056446698266456,24,53.637602242893024,14.26576183467515,11.130704915592085,50.50254532380999,tier1_rc_physics,0.0006344318389892578,False
winter_31,winter,7.043763599276547,3.185741179136265,3.4538416322224865,26.11987640523715,11.12766187075422,22.876080218524322,0.12672389390983618,2.2089976199594257,concrete,cseb,cseb,eps_foam,single_pane,1,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.135858560639097,18.0,18.86202427707622,0.8620242770762196,24,103.37900850897556,31.372825160849665,8.592233239082455,80.59841658720832,tier1_rc_physics,0.0003917217254638672,False
winter_32,winter,4.753057187276268,5.238947219201458,3.179044911619861,40.710834950436535,77.31229605348437,138.58766790477182,0.08813794288042193,0.0,timber,concrete,cseb,mineral_wool,double_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,35.646552623729185,8.820835421376279,7.702283797047963,34.528000999400845,tier1_rc_physics,0.00033354759216308594,False
winter_33,winter,3.534650492125209,3.9283446827726474,3.269099546309869,8.226957990721191,1.1307059618007869,6.48942599183178,0.18410203868930836,0.0,brick,brick,cseb,xps_foam,double_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.20558152665174,18.0,19.32045661746706,1.320456617467059,24,81.87099900776812,24.419997647042738,5.930798751879076,63.38180011260444,tier1_rc_physics,0.00032401084899902344,False
winter_34,winter,6.465776967789546,4.24408856183889,2.591383570383869,25.740955431475193,30.40920534182877,98.24773688148889,0.31031249423405965,25.6914780621963,concrete,timber,concrete,mineral_wool,single_pane,1,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.717242657395804,18.0,20.23365090744754,2.23365090744754,24,95.58107314976827,45.5881681662191,12.567911269165073,56.43666497411417,tier1_rc_physics,0.0003483295440673828,False
winter_35,winter,7.215942082299787,5.578185015904035,2.7536407722252143,38.962591863625164,125.05726040895433,55.2918687871484,0.24127587019341784,0.0,timber,timber,brick,rock_wool,single_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,107.09900950451146,18.809591231596713,16.516147629738974,104.8055659026537,tier1_rc_physics,0.0003478527069091797,False
winter_36,winter,3.974604117521373,5.258983280970963,2.5387216796002496,28.792205720030235,169.24509487858916,59.45044342921007,0.24501582922313597,0.0,brick,concrete,brick,eps_foam,double_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,50.189151446430294,11.465914229013576,7.974281419501913,46.697518636918645,tier1_rc_physics,0.0003476142883300781,False
winter_37,winter,5.533673821990224,4.781979741197264,2.495622263989991,13.103627508600669,113.5326021872531,90.93272389579343,0.10770792062472777,0.0,brick,timber,concrete,xps_foam,double_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,35.562950283712254,8.541368106219732,6.8618963600288305,33.88347853752135,tier1_rc_physics,0.0003952980041503906,False
winter_38,winter,5.502373797597957,5.725372006344065,2.3759979455168985,43.55406550931443,55.64012200949949,131.93011579452303,0.22327580984697232,0.0,cseb,concrete,brick,mineral_wool,single_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.081452924344433,18.0,18.575233956705475,0.5752339567054747,24,75.87523727779136,22.635419884143335,10.729764567529,63.969581961177035,tier1_rc_physics,0.000331878662109375,False
winter_39,winter,7.446123834324519,5.556324881898849,2.21574563271742,6.700875665338119,78.97232155216385,143.65712832727203,0.29815364411300016,34.50852367888078,brick,cseb,brick,xps_foam,double_pane,1,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,61.88641508328739,15.846191931524634,15.42078345294285,61.46100660470563,tier1_rc_physics,0.0003681182861328125,False
winter_40,winter,5.351394199674363,5.825190895716999,2.23757710144498,11.0196847815255,90.09086370673582,45.17370632971995,0.28122820953406175,0.0,concrete,cseb,cseb,xps_foam,single_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,92.4752592912833,15.78030675443625,11.334739188010701,88.02969172485774,tier1_rc_physics,0.00034546852111816406,False
winter_41,winter,4.372784706178873,4.027118443858175,2.257482129629989,9.56963931103114,169.9831211227089,14.569640465837052,0.2913458800231482,22.564270043243013,sandwich_panel,cseb,brick,rock_wool,single_pane,1,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,67.38282958052356,11.308597510930852,6.595830362380245,62.67006243197294,tier1_rc_physics,0.0003483295440673828,False
winter_42,winter,3.1984150708628345,5.412742843717286,3.495300529385098,12.309609026594906,107.31755524197732,70.02055987704546,0.09689896846123405,0.0,cseb,cseb,cseb,xps_foam,single_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,47.437391347570575,10.052876173400215,6.066675536976736,43.451190711147085,tier1_rc_physics,0.00036597251892089844,False
winter_43,winter,5.603622931589507,3.632048851610169,3.062567216061125,14.061992496924123,15.845954462785015,41.9524754012178,0.16828114001663852,0.0,brick,brick,cseb,mineral_wool,single_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.519380477278617,18.0,20.509212057133453,2.5092120571334533,24,78.68258717305622,30.34255249167962,7.89538092567601,56.23541560705263,tier1_rc_physics,0.00034165382385253906,False
winter_44,winter,4.923917489808793,4.034275694859661,3.337647397670415,17.17160523367303,175.94164596599603,73.10037764174396,0.1952591545818287,0.0,concrete,brick,brick,mineral_wool,single_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,75.50921885779233,15.162147581352551,8.849201235889334,69.19627251232912,tier1_rc_physics,0.0003380775451660156,False
winter_45,winter,3.7344793960718317,3.798802664114989,3.200492551214433,30.286843648213388,149.6052820289757,42.79069584960481,0.10626329168116785,35.054794764448566,concrete,timber,cseb,rock_wool,double_pane,1,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,40.98171674882679,8.333540136468814,4.695630419761123,37.34380703211909,tier1_rc_physics,0.0003485679626464844,False
winter_46,winter,7.461106037361196,4.571016334526385,2.201029027362694,40.15941975886347,49.58148478933677,149.84278000989787,0.20148278640993755,0.0,timber,sandwich_panel,cseb,eps_foam,single_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.225507137355592,18.0,19.31026980240139,1.3102698024013897,24,65.02058986314256,22.89364503365207,10.25882796023942,52.3857727897299,tier1_rc_physics,0.00033020973205566406,True
winter_47,winter,4.601064542277071,3.585620959628012,3.147338947434631,14.740547143698393,131.66820416084826,30.531930006580772,0.2217563149237724,0.0,brick,cseb,brick,xps_foam,double_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,55.582103797007925,11.9162457722009,7.394914422066602,51.06077244687363,tier1_rc_physics,0.0003235340118408203,True
winter_48,winter,5.66039400877532,5.400133684550756,2.3225563723106513,2.5573208009994235,101.92891285366979,143.0747331604046,0.258090080468677,0.0,sandwich_panel,concrete,concrete,rock_wool,double_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,46.98243743630881,11.957219388520393,10.981803398172158,46.00702144596056,tier1_rc_physics,0.000347137451171875,False
winter_49,winter,3.240195700000513,3.803139036348946,2.529280021694483,15.681852305723737,70.90476029328221,126.35232048732796,0.19413169390456836,32.926280978822014,concrete,sandwich_panel,concrete,rock_wool,double_pane,1,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0671080185751,18.0,18.430115696613473,0.4301156966134734,24,25.12613418572134,8.347810130918678,4.158116868046139,20.936440922848774,tier1_rc_physics,0.00031828880310058594,False
winter_50,winter,4.978301210142625,4.900815581044844,2.6949477258464634,16.033411738350583,22.801779205297454,118.06039998784613,0.23166877348915865,0.0,cseb,brick,concrete,xps_foam,double_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,19.127443481820247,18.0,21.900241453932157,3.900241453932157,24,46.46200012040872,29.574774137900526,9.970115397787017,26.857341380295228,tier1_rc_physics,0.00029921531677246094,False
winter_51,winter,5.98155967446881,3.7000089526952573,2.7691153661435384,15.80248124766618,118.74573556380953,40.05148330055169,0.33113283391292814,0.0,sandwich_panel,brick,cseb,rock_wool,double_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.007119221742464,18.0,18.097305132397725,0.0973051323977252,24,58.07492851406647,14.824886577658031,10.994542488424838,54.244584424833285,tier1_rc_physics,0.0003287792205810547,False
winter_52,winter,6.147616302080556,3.032232320593078,2.745141115015411,34.81340426593037,5.006238576403506,142.98191864475265,0.22499366519351655,0.0,brick,cseb,brick,xps_foam,single_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,19.680272631295676,18.0,24.116644037979395,6.116644037979395,24,63.69602460943839,35.451187725201024,7.784514840697528,36.02935172493488,tier1_rc_physics,0.0002970695495605469,False
winter_53,winter,3.2232345803725377,4.6619851818914055,3.3256329377772813,34.37258867356154,158.36566083590805,76.59951807317915,0.2507509053314657,0.0,timber,cseb,brick,rock_wool,single_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,69.54923071622561,14.371704519435298,7.606398286042068,62.78392448283237,tier1_rc_physics,0.00031280517578125,False
winter_54,winter,5.471697986933689,3.861620197813446,3.1141593443686295,27.11973268339214,37.125045792416614,106.74773450490352,0.28363061385028304,7.728331359237267,concrete,concrete,concrete,rock_wool,double_pane,1,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.999889737083517,18.0,21.161481589930204,3.1614815899302044,24,57.03841355435468,34.37242591255871,11.129866231734676,31.75816505771598,tier1_rc_physics,0.00032711029052734375,False
winter_55,winter,7.252481148337301,3.0884478700755893,3.085149975268281,22.171043776369668,142.03754474920933,13.145047651359349,0.2588564277509515,13.898076065670487,concrete,brick,cseb,rock_wool,single_pane,1,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,146.4919273819489,19.10237204784758,10.707431965365922,138.09698729946723,tier1_rc_physics,0.0003178119659423828,False
winter_56,winter,3.0157583280834785,4.733836910300725,2.8628164809431524,19.367378143294978,174.77425302893963,51.91343607678875,0.3065596588265384,2.1360777951866137,concrete,cseb,cseb,rock_wool,single_pane,1,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,76.753154350845,14.80902203332909,6.990999578644223,68.93513189616014,tier1_rc_physics,0.00032138824462890625,True
winter_57,winter,4.450332880340763,3.265414393575415,3.3796023158905206,5.4545387486838335,123.25655211002481,109.42743487266748,0.11422963813751556,0.0,brick,sandwich_panel,cseb,xps_foam,double_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.053714751596896,18.0,18.36658287879743,0.36658287879743057,24,26.720519220806526,8.846461169257708,5.221331035947748,23.095389087496606,tier1_rc_physics,0.0003337860107421875,False
winter_58,winter,6.757033046403207,3.6930022405541094,2.708519989660604,1.8089108385456723,83.31093660604796,48.24582363077653,0.3855286265441358,19.7543052117529,cseb,brick,cseb,eps_foam,single_pane,1,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,116.47923339194534,21.51027021084989,13.363528093260198,108.33249127435565,tier1_rc_physics,0.0003173351287841797,False
winter_59,winter,3.281346374563371,5.518659053901272,2.3417950059682813,35.654294309435876,44.74325807179119,57.694506226481685,0.10175959936301204,0.0,concrete,brick,cseb,rock_wool,single_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.03004155509511,18.0,18.234760679309726,0.23476067930972633,24,46.11179921049543,12.453792304552872,4.3258022246863,37.983809130628856,tier1_rc_physics,0.00030612945556640625,False
winter_60,winter,5.276520281509521,3.8578237147330303,3.1637840062568943,41.50244386330241,61.778364099433574,63.79079997792157,0.3399468452123948,0.0,sandwich_panel,timber,cseb,mineral_wool,single_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.381142993747478,18.0,20.56062063808003,2.5606206380800316,24,95.53952050569363,28.79262629573553,11.902138896954757,78.64903310691284,tier1_rc_physics,0.0003108978271484375,False
winter_61,winter,5.873792367781299,5.524342280995681,3.410291323881855,7.402807727669819,149.00854016608739,71.34189292408797,0.09924799574101639,10.075142602733386,brick,brick,cseb,eps_foam,double_pane,1,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,56.99610158394134,12.519816561880107,11.182199580557251,55.65848460261848,tier1_rc_physics,0.0003190040588378906,False
winter_62,winter,4.642809696747002,5.633739875190589,3.008770484884049,10.873089113308986,82.35797658691065,89.05679855663814,0.2939254332698223,28.91606117913615,cseb,brick,brick,rock_wool,single_pane,1,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,98.50104955645936,19.31798915157688,13.12603210492782,92.30909250981027,tier1_rc_physics,0.00031256675720214844,False
winter_63,winter,3.4579954147543237,3.7520012958923616,2.3156373803357755,2.2743926456482395,147.90351501208954,75.44207163783237,0.1374159309950816,0.0,concrete,brick,brick,mineral_wool,double_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,27.371410206822276,6.357768908420632,3.423173152140593,24.436814450542226,tier1_rc_physics,0.0003139972686767578,False
winter_64,winter,5.0824072013848856,4.237193885638663,2.68388543649116,25.474050833221263,167.21166397811882,34.12865371663746,0.14331620334917994,0.0,cseb,concrete,cseb,rock_wool,single_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,71.75021505491856,10.067695672158134,6.700564754801559,68.38308413756201,tier1_rc_physics,0.0003180503845214844,False
winter_65,winter,3.5523908662737576,5.086277384268085,3.2653343441040708,9.359873938808239,68.92819646648107,95.81754031946087,0.3522151659556156,7.167422587902728,brick,brick,brick,rock_wool,single_pane,1,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.016807843883672,18.0,18.211586594018396,0.21158659401839586,24,97.06818983625288,23.654306878516326,11.008362726294557,84.42224568403113,tier1_rc_physics,0.00031375885009765625,False
