length,width,wall_height,roof_angle,orientation_deg,insulation_thickness_mm,window_ratio,pcm_thickness_mm,heating_energy_required_kWh,comfort_hours,estimated_cost_inr,estimated_cost_usd,wall_material,roof_material,floor_material,insulation_material,glazing_type,footprint_m2,is_feasible
3.764276587266155,3.225249783955552,2.2070138003692765,31.232527895125294,24.96368908021956,135.64014645764397,0.1150465432693769,40.877638912485615,3.220139741897583,24.0,374023.3622107861,374023.3622107861,cseb,sandwich_panel,concrete,xps_foam,double_pane,12.140732249829108,True
3.082043002429689,3.3422429454476847,2.2016039845865176,27.55943618918647,16.567444546052705,86.74566525761918,0.1161977272746731,42.801041872793775,4.254101753234863,23.78168296813965,287627.7918964206,287627.7918964206,cseb,sandwich_panel,concrete,xps_foam,double_pane,10.300936482437029,True
3.951325799922703,3.462095689981123,2.2896883677564546,29.448174078297416,24.450322631896395,135.78866551488784,0.11563350377333957,49.68977932313768,4.575434684753418,24.0,440522.07957581454,440522.07957581454,cseb,sandwich_panel,concrete,xps_foam,double_pane,13.679868021623603,True
3.6796931935738857,3.340805107092959,2.3221141614066,20.579846964247647,23.48618593041614,101.74106119628757,0.12778786768152045,47.0782409547882,4.819549560546875,24.0,364640.75386075524,364640.75386075524,cseb,sandwich_panel,concrete,xps_foam,double_pane,12.293137813626837,True
3.026041520795248,3.0620625352518926,2.2879404501146885,18.168482775687938,21.287759785045534,135.41872391953007,0.11478373489131485,1.0292506672299204,6.093585014343262,23.838207244873047,238963.85653534002,238963.85653534002,cseb,sandwich_panel,concrete,xps_foam,double_pane,9.26592837094379,True
3.5588884904651765,3.36135918921403,2.279219107357894,30.037039191965796,24.714335976750995,135.15879519859533,0.10537391075504123,7.120992657717846,7.117239475250244,24.0,294574.91386288044,294574.91386288044,cseb,sandwich_panel,concrete,xps_foam,double_pane,11.96270253081317,True
3.082538741821602,3.000439534532775,2.207923381063234,19.249785350388148,4.175428806616496,120.14720207002333,0.06109758172846212,0.08188432575842353,7.189568042755127,23.412382125854492,216947.18375525682,216947.18375525682,cseb,sandwich_panel,concrete,xps_foam,double_pane,9.248971107690453,True
3.0513397880601714,3.053217938583562,2.2023448497031755,17.510468718015918,4.175428806616496,118.5628996050133,0.11490916566978288,0.08188432575842353,7.505295276641846,23.621604919433594,216082.34235455596,216082.34235455596,cseb,sandwich_panel,concrete,xps_foam,double_pane,9.316405377619079,True
6.509400028796538,3.3594864290541886,2.2898262621864305,29.938122610298027,6.651381175491755,136.33204762901482,0.11510515321498406,49.68977932313768,7.6116461753845215,24.0,647093.9238749575,647093.9238749575,cseb,sandwich_panel,concrete,xps_foam,double_pane,21.868241058026914,True
6.509400028796538,3.35170740953735,2.245113470389008,29.938122610298027,6.844293562587136,136.26468144871035,0.11510515321498406,49.718339225538024,7.667327404022217,24.0,640400.144861664,640400.144861664,cseb,sandwich_panel,concrete,xps_foam,double_pane,21.817604308159996,True
3.0513397880601714,3.053217938583562,2.2023448497031755,17.510468718015918,4.175428806616496,110.91337754663542,0.09479825625883007,0.08188432575842353,8.11324405670166,23.31041145324707,209158.55188865899,209158.55188865899,cseb,sandwich_panel,concrete,xps_foam,double_pane,9.316405377619079,True
3.5588884904651765,3.463127379296865,2.279219107357894,29.204877144967764,24.714335976750995,126.05175306890715,0.10537391075504123,2.5821760812480505,8.294305801391602,24.0,279078.3695227565,279078.3695227565,cseb,sandwich_panel,concrete,xps_foam,double_pane,12.324884171194443,True
6.481310632793098,3.071552055133739,2.288655501183718,18.152180600169338,20.030889165708672,135.7043662844695,0.1150465432693769,46.44511908338457,8.47506046295166,24.0,591710.9132537488,591710.9132537488,cseb,sandwich_panel,concrete,xps_foam,double_pane,19.907682994115792,True
6.6190195438704205,3.353314756495303,2.2898262621864305,25.24648990710794,24.500467236601345,117.82245482971855,0.11510515321498406,48.271220404899026,9.230607986450195,24.0,617780.6670613429,617780.6670613429,cseb,sandwich_panel,concrete,xps_foam,double_pane,22.19565590999149,True
3.519123796978338,3.66755998951037,2.2029266928578184,8.317723572087628,25.17681502328292,114.4443442698566,0.12130085941524672,1.7875093529054238,10.08365249633789,24.0,265844.16967118316,265844.16967118316,cseb,sandwich_panel,concrete,xps_foam,double_pane,12.906597635931567,True
6.5095222696914545,3.3589952064434683,2.2913895550148142,29.448174078297416,26.490149677071983,124.44985055563772,0.12119246139803996,48.82072298498147,10.634431838989258,24.0,623505.1831192066,623505.1831192066,cseb,sandwich_panel,concrete,xps_foam,double_pane,21.865454100130602,True
6.50894411961868,3.5379146490090054,2.2154433794004094,27.441894709346347,13.07708986495164,108.39681948010836,0.05159653922895366,35.57323183851974,10.836064338684082,24.0,549510.9018774843,549510.9018774843,cseb,sandwich_panel,concrete,xps_foam,double_pane,23.02808875037995,True
6.49405238993334,3.0594843958771776,2.2860315166729963,29.204877144967764,26.740817984472468,116.41700589789241,0.14107178617933128,44.99084400245819,10.978632926940918,24.0,554374.3434580674,554374.3434580674,cseb,sandwich_panel,concrete,xps_foam,double_pane,19.868451953009945,True
6.503971849123735,3.100419611269358,2.2856773579884266,17.910634238691344,19.178213251255826,124.26810333399686,0.1273021888975537,48.029569819965324,11.482806205749512,24.0,584960.837256969,584960.837256969,cseb,sandwich_panel,concrete,xps_foam,double_pane,20.165041872167055,True
6.547313500098863,3.2215092140926402,2.208198954271766,31.401409473824714,25.283812190644873,127.75345212132225,0.12519977288747255,41.14264411843494,11.825806617736816,24.0,571420.5839101826,571420.5839101826,cseb,sandwich_panel,concrete,xps_foam,double_pane,21.09223076812162,True
6.524287034627165,3.3047601654254226,2.2066114429035544,27.315515165425314,13.07708986495164,108.39681948010836,0.11560161395691919,41.1370730052654,12.49163818359375,24.0,548189.3757964463,548189.3757964463,cseb,sandwich_panel,concrete,xps_foam,double_pane,21.561203899837412,True
6.524287034627165,3.1988645236819657,2.2066354848955996,27.441894709346347,13.07708986495164,108.39681948010836,0.11560161395691919,35.57323183851974,12.764996528625488,24.0,512670.5315417373,512670.5315417373,cseb,sandwich_panel,concrete,xps_foam,double_pane,20.870310337387053,True
6.527858233470244,3.2777203811214486,2.2063730082693223,29.973318979342967,21.08587018068335,91.4370147822766,0.11570012584327903,46.24790053345504,12.828055381774902,24.0,539728.3510067357,539728.3510067357,cseb,sandwich_panel,concrete,xps_foam,double_pane,21.396493976916876,True
6.524287034627165,3.3045421725684974,2.2066354848955996,27.441894709346347,13.07708986495164,108.39681948010836,0.11560161395691919,35.57323183851974,12.923578262329102,24.0,524175.7186360186,524175.7186360186,cseb,sandwich_panel,concrete,xps_foam,double_pane,21.559781651867333,True
6.542264505266845,3.0403934669923744,2.2042849042478005,18.251535829986594,41.124228245534,117.42934930599571,0.0554732933955763,0.01632678180635372,13.9437837600708,24.0,368892.8956768544,368892.8956768544,cseb,sandwich_panel,concrete,xps_foam,double_pane,19.891058261149414,True
3.0761927878197826,3.2409237270574764,2.222297490827424,25.979271919417027,55.60926513616997,98.52822820778121,0.11565540119173465,1.429463896438379,14.607257843017578,23.93608283996582,210707.38244814042,210707.38244814042,cseb,sandwich_panel,concrete,xps_foam,double_pane,9.969706195048218,True
6.481501486704543,3.0345111582722053,2.208410913057142,3.1047160417873068,27.130749210623925,112.64161221003664,0.11497893865333454,0.14039338306022112,15.815160751342773,24.0,359394.504427842,359394.504427842,cseb,sandwich_panel,concrete,xps_foam,double_pane,19.668188583762824,True
6.513487960341113,3.1247431957714786,2.2076666234735165,30.794941398619024,20.055426924288735,124.59488187261746,0.11561400350830264,0.059975843835572626,16.781888961791992,24.0,384924.4985526897,384924.4985526897,cseb,sandwich_panel,concrete,xps_foam,double_pane,20.35297718481534,True
6.542264505266845,3.0403934669923744,2.207212030336043,18.195902620480414,41.019806248659116,113.96088628719781,0.11560327264291159,0.039104621101984295,17.28658676147461,24.0,363923.65045369306,363923.65045369306,cseb,sandwich_panel,concrete,xps_foam,double_pane,19.891058261149414,True
6.516940776805964,3.0306087843450866,2.2000602645452494,44.852689311988655,25.063672608673805,97.27959413818152,0.11453541435000433,0.04715644254581508,18.891111373901367,24.0,335669.58611375827,335669.58611375827,cseb,sandwich_panel,concrete,xps_foam,double_pane,19.750297965244847,True
3.02831203539173,3.0620625352518926,2.2879404501146885,25.45214680319157,21.343731593286876,43.85916633623529,0.11478373489131485,1.0292506672299204,20.53273582458496,23.659395217895508,154059.06263718382,154059.06263718382,cseb,sandwich_panel,concrete,xps_foam,double_pane,9.27288082862542,True
3.860535289176375,3.076787923478342,2.2859117416873196,27.32632316342348,21.714736355031484,40.6823107037755,0.11565636455543721,23.948410075452305,21.358095169067383,24.0,232012.75755960747,232012.75755960747,cseb,sandwich_panel,concrete,xps_foam,double_pane,11.878048355899839,True
3.9227344557947323,3.076787923478342,2.2063585839255344,29.068144853951893,25.480175033565637,43.22382831300179,0.11448977314110122,0.5397340995758846,22.509368896484375,24.0,176590.29019495894,176590.29019495894,cseb,sandwich_panel,concrete,xps_foam,double_pane,12.06942200060162,True
3.7015085002110353,3.065249214489201,2.2387256025699607,29.494242590590574,24.590842893782714,35.37066019021358,0.11512096698292533,0.04520232568156346,24.860815048217773,24.0,161858.47652606582,161858.47652606582,cseb,sandwich_panel,concrete,xps_foam,double_pane,11.346046022696978,True
3.011160048516688,3.124191557797237,2.2846900976990914,6.782025770798878,21.3481547553582,26.47107498604825,0.05359735626927945,0.6907024883733026,25.190189361572266,23.289670944213867,138404.51206486148,138404.51206486148,cseb,sandwich_panel,concrete,xps_foam,double_pane,9.407440802752154,True
3.9060357975254707,3.070055151821859,2.2859117416873196,27.589192970237487,21.714736355031484,39.7279846810762,0.11565636455543721,1.1986150264748439,27.104066848754883,24.0,178117.0680400277,178117.0680400277,cseb,sandwich_panel,concrete,xps_foam,double_pane,11.991745323393676,True
3.170181769418461,3.22662047217721,2.325015670402812,30.929298831476018,27.286180922320263,31.299676279794603,0.13512365744700244,0.0327878682239664,28.51999855041504,23.71878433227539,151269.55975674943,151269.55975674943,cseb,sandwich_panel,concrete,xps_foam,double_pane,10.228973397728577,True
3.9060357975254707,3.441434424279725,2.286184869023301,27.589192970237487,26.511365006934348,38.95521161466354,0.11564448153938268,2.0718725337560713,29.036815643310547,24.0,192492.42850377888,192492.42850377888,cseb,sandwich_panel,concrete,xps_foam,double_pane,13.442366056073064,True
3.2024515862037486,3.22662047217721,2.2239119255759565,12.204725946076216,52.98174270624981,31.299676279794603,0.13447138479279683,0.7651009055384952,30.01664161682129,23.88797950744629,148827.81720851763,148827.81720851763,cseb,sandwich_panel,concrete,xps_foam,double_pane,10.333095849201394,True
3.2961511076146843,3.090837557764041,2.2789459800219127,29.204877144967764,55.235644400805086,31.3696049328536,0.11622626166632535,3.562023382198227,31.62800407409668,23.961332321166992,155975.0093421167,155975.0093421167,cseb,sandwich_panel,concrete,xps_foam,double_pane,10.18786763948101,True
3.939632554740671,3.2279703064139116,2.2216572823701286,29.79196808840291,53.9985880087015,31.08144720457449,0.11866824988969578,0.6455024838548696,33.960941314697266,24.0,169965.13029913095,169965.13029913095,cseb,sandwich_panel,concrete,xps_foam,double_pane,12.717016904884465,True
6.509400028796538,3.2691115914044877,2.2087930752895084,27.08917893494334,37.09372789112091,39.65942866697376,0.10560163818428264,0.8561412747294099,35.004215240478516,24.0,261004.24133216834,261004.24133216834,cseb,sandwich_panel,concrete,xps_foam,double_pane,21.279955087227467,True
3.939632554740671,3.2279703064139116,2.2216572823701286,29.798974202592778,56.51040330527424,31.08144720457449,0.11866824988969578,0.5461467721382564,35.656646728515625,24.0,169712.42864603156,169712.42864603156,cseb,sandwich_panel,concrete,xps_foam,double_pane,12.717016904884465,True
3.6407427427233836,3.000960672382174,2.2078935392512657,25.306105102293806,48.73739204816058,12.060277648294097,0.061300397019125444,0.07566889686629041,36.88621139526367,23.728137969970703,133064.4519455048,133064.4519455048,cseb,sandwich_panel,concrete,xps_foam,double_pane,10.925725789173686,True
6.524535505541647,3.376608931703232,2.2893572543428315,3.9904833606125516,20.255126006762193,37.86302087792011,0.11590499518009013,1.2558645301015723,37.34575271606445,24.0,271395.85849961813,271395.85849961813,cseb,sandwich_panel,concrete,xps_foam,double_pane,22.030804863226788,True
3.939632554740671,3.127104720266263,2.201382881648891,29.79196808840291,97.16706092314327,30.59554133134896,0.11866824988969578,0.6455024838548696,42.17599868774414,24.0,165110.2451155222,165110.2451155222,cseb,sandwich_panel,concrete,xps_foam,double_pane,12.31964355804419,True
3.1554414762795906,3.0702054055454893,2.2003005083352347,11.891590232134234,55.02312518774756,12.180472341233534,0.13666334683547623,2.28679443913677,46.49365234375,23.805389404296875,126976.80065857047,126976.80065857047,cseb,sandwich_panel,concrete,xps_foam,double_pane,9.687853477356038,True
3.939632554740671,3.3070057164682383,2.2869304780194057,36.002221789662826,51.254502192784045,10.116034226359822,0.11476797499263196,0.7646006188643968,50.90956115722656,24.0,152190.1307779724,152190.1307779724,cseb,sandwich_panel,concrete,xps_foam,double_pane,13.02838737931177,True
